283,111,,,,,
285,116,278,386,202,279,387
286,367,369,364,160,371,159
287,113,178,706,504,155,162
289,445,369,564,449,310,376
291,394,268,405,753,298,404
292,114,763,751,421,323,273
293,484,263,621,617,488,606
294,111,172,350,169,256,347
296,111,400,190,753,350,595
297,812,811,503,319,179,330
298,111,400,190,753,350,595
301,429,492,538,535,357,536
302,210,212,414,120,214,218
303,429,492,538,535,357,536
306,429,492,538,535,357,536
307,110,364,538,193,357,305
308,482,593,473,297,323,513
309,420,611,170,515,519,568
310,210,178,763,501,592,476
311,420,347,186,437,514,190
316,112,357,186,184,567,170
317,110,247,345,347,348,124
318,394,396,402,398,303,400
319,437,436,538,535,256,536
320,115,593,589,421,592,299
321,655,780,538,468,218,649
323,119,162,167,411,165,163
325,112,784,517,184,190,518
328,118,315,513,509,123,297
329,113,468,472,650,486,172
330,349,347,352,492,350,354
331,420,,,,,
332,420,,,,,
333,111,178,173,113,764,763
335,110,310,376,249,123,566
336,420,,,,,
337,801,453,628,621,814,644
338,777,646,301,778,634,209
339,777,515,647,779,334,282
340,118,509,513,419,230,297
341,114,460,751,113,463,461
342,114,460,751,113,463,461
343,429,492,538,535,357,536
344,420,,,,,
345,420,,,,,
346,210,178,763,501,592,476
347,429,404,769,115,490,753
348,210,468,751,475,323,476
354,7,,,,,
374,493,253,539,541,497,163
375,118,124,122,186,273,214
378,119,162,159,360,312,163
379,119,162,167,411,165,163
380,424,357,411,412,283,541
381,110,315,283,152,158,566
382,110,283,152,228,158,566
383,118,123,497,380,230,297
384,110,357,509,412,283,564
385,119,360,163,253,152,283
386,367,364,159,162,165,253
387,110,155,159,152,158,156
388,356,511,310,509,123,513
389,384,389,390,202,392,278
390,493,254,539,163,574,376
391,119,162,159,360,312,163
392,119,360,163,253,152,283
393,119,155,706,193,283,519
394,493,253,539,541,497,163
395,420,521,170,202,162,190
396,378,339,383,380,382,250
397,119,492,527,360,576,539
398,119,360,163,253,152,283
399,110,155,159,152,158,156
400,378,339,383,380,382,250
401,356,511,310,509,123,513
402,420,506,507,504,162,508
403,420,521,170,202,162,190
404,119,360,163,253,152,283
405,110,155,159,152,158,156
406,119,155,706,193,283,519
407,378,339,383,380,382,250
408,429,357,253,563,355,802
409,420,521,170,202,162,190
410,119,360,163,253,152,283
411,349,347,352,492,350,354
412,378,339,383,380,382,250
414,356,165,359,355,357,124
415,113,155,172,193,173,519
416,356,165,359,355,357,124
417,119,360,163,253,152,283
418,110,155,159,152,158,156
419,118,123,233,228,230,232
420,118,123,233,228,230,232
421,420,506,507,504,162,508
422,110,155,159,152,158,156
423,113,310,179,283,173,319
424,119,155,706,193,283,519
425,110,155,159,152,158,156
427,378,339,383,380,382,250
428,113,339,319,383,173,382
429,113,155,172,193,173,519
430,119,155,706,193,283,519
431,110,155,159,152,158,156
432,356,165,359,355,357,124
433,429,357,253,563,355,802
434,493,253,539,541,497,163
437,493,253,376,541,497,163
438,110,155,159,152,158,156
439,422,657,121,421,214,764
440,429,492,538,535,357,536
441,119,162,159,360,312,163
442,119,155,706,193,283,519
443,119,162,159,360,312,163
444,125,,,,,
445,420,515,190,514,348,453
446,445,447,450,449,448,369
447,493,254,539,163,574,376
448,119,162,159,360,312,163
449,367,165,364,253,162,159
450,367,369,364,160,371,159
452,119,162,167,411,165,163
453,499,348,345,347,247,663
454,119,360,163,253,152,283
455,119,162,666,411,165,163
456,117,665,170,420,654,190
457,367,369,364,160,371,159
458,210,212,650,449,299,218
459,429,492,538,535,357,536
460,119,318,268,630,310,400
461,367,369,364,160,371,159
463,356,509,310,488,513,476
464,420,506,507,504,162,508
465,110,357,538,441,359,124
466,429,357,253,563,355,802
467,119,155,706,193,283,519
468,119,155,706,193,283,519
469,119,155,706,193,283,519
470,378,339,383,380,382,250
471,112,389,208,455,533,459
472,384,389,666,202,392,278
473,110,310,376,249,123,566
474,429,492,538,535,357,536
475,493,254,376,539,163,283
476,493,254,539,163,574,376
477,493,254,539,163,574,376
478,420,506,507,504,162,508
479,119,162,159,360,312,163
480,113,339,621,383,380,436
482,110,155,159,152,158,156
483,118,123,233,228,230,232
484,378,339,383,380,382,250
485,119,310,117,202,347,566
486,493,254,539,163,574,376
487,119,162,167,411,165,163
488,110,155,159,152,158,156
489,115,168,170,122,172,169
491,429,492,538,535,357,536
492,119,155,706,193,283,519
493,445,369,564,449,310,376
494,119,155,706,538,283,453
495,118,123,233,228,230,232
496,445,369,564,449,310,376
497,119,155,706,193,283,519
498,420,506,507,504,162,508
499,119,360,163,253,152,283
500,406,409,407,178,392,282
502,118,123,233,228,230,232
503,420,506,507,504,162,508
504,429,357,253,563,355,802
505,429,357,253,563,355,802
506,378,339,383,380,382,250
507,112,784,517,184,190,518
508,110,247,345,347,348,124
509,406,394,398,350,364,124
510,384,389,390,202,392,278
511,110,155,159,152,158,156
512,119,155,706,193,283,519
513,406,521,186,741,453,227
514,713,426,307,355,490,124
515,219,743,746,221,745,165
517,429,357,802,616,355,253
518,349,283,571,377,375,163
519,113,178,179,501,172,409
521,110,122,422,421,420,394
523,367,369,364,160,371,159
525,112,524,580,420,579,581
528,110,347,202,569,568,357
529,110,165,364,360,362,366
530,445,447,450,449,448,369
532,349,377,375,283,571,163
534,420,190,521,202,162,170
535,118,414,418,413,416,419
536,112,528,413,509,575,529
537,420,521,170,202,162,190
538,393,256,657,122,214,668
539,119,359,163,360,283,253
540,119,360,163,253,152,283
541,119,155,706,193,283,519
542,118,123,233,228,230,232
543,119,155,706,193,283,519
544,420,506,507,504,162,508
545,356,165,359,355,357,124
546,119,155,706,193,283,519
547,114,463,751,461,421,299
548,112,420,581,524,162,170
549,367,364,159,162,165,253
550,119,360,163,253,152,283
552,655,364,197,492,448,212
553,119,360,163,253,152,283
554,113,339,621,383,380,436
555,119,155,706,193,283,519
556,119,155,706,193,283,519
557,420,421,595,440,277,190
558,110,165,364,360,362,366
559,484,263,621,617,488,606
560,420,190,521,202,162,170
562,110,155,159,152,158,156
564,525,310,376,249,123,566
565,118,123,233,228,230,232
566,118,123,497,380,230,297
567,110,155,159,152,158,156
568,445,369,564,449,310,376
569,118,123,233,228,230,232
570,110,283,152,228,158,566
571,110,155,159,152,158,156
572,356,511,310,509,123,513
573,420,190,521,202,162,170
626,110,357,186,383,521,517
627,499,666,160,743,163,663
628,499,162,212,360,665,214
629,356,511,310,509,123,513
630,112,792,517,504,256,522
631,110,155,159,152,158,156
632,429,357,253,563,355,802
633,119,492,527,360,576,539
634,378,339,383,569,382,250
635,110,155,159,152,158,156
637,378,339,383,380,382,250
638,193,155,706,608,283,519
639,367,165,364,253,162,159
640,119,162,159,360,312,163
641,119,162,159,360,312,163
644,119,360,163,253,152,283
645,112,524,580,420,579,581
646,112,524,642,420,162,581
647,119,162,167,411,165,163
648,118,123,233,228,230,232
649,118,123,233,228,230,232
650,826,745,404,419,298,828
652,118,230,513,509,123,297
665,119,155,706,193,283,519
666,110,412,159,429,345,376
671,110,576,159,253,578,377
675,119,360,163,253,152,283
677,110,283,152,228,158,566
678,367,369,364,160,371,159
679,493,253,376,541,497,163
680,110,357,509,412,283,564
699,378,339,383,380,382,250
702,118,123,233,228,230,232
703,110,283,152,228,158,566
705,112,524,642,420,162,581
706,110,283,152,228,158,566
707,110,283,152,228,158,566
708,110,315,283,152,158,566
709,110,315,283,152,158,566
710,626,706,573,357,506,298
711,110,357,509,412,283,564
712,110,357,509,412,283,564
713,110,310,376,249,123,566
714,378,339,383,380,382,250
715,367,369,364,160,371,159
716,378,339,383,380,382,250
717,119,155,706,193,283,519
718,420,506,507,504,162,508
722,119,632,706,420,506,270
723,110,310,376,249,123,566
724,110,165,364,360,362,366
725,110,165,364,360,362,366
726,429,357,253,563,355,802
727,119,253,163,360,152,283
728,112,524,642,420,162,581
729,119,162,159,360,312,163
730,119,162,159,360,312,163
731,110,155,159,152,158,156
732,420,506,507,504,162,508
733,626,706,573,357,506,298
737,110,357,509,412,283,564
739,110,357,509,412,283,564
740,119,360,163,253,152,283
741,110,315,283,152,158,566
742,110,283,158,152,315,566
743,445,369,564,449,310,376
744,119,155,706,193,283,519
745,356,165,359,355,357,124
746,356,511,310,509,123,513
747,119,632,706,420,506,270
748,420,506,507,504,162,508
749,110,357,509,412,283,564
750,110,357,509,412,283,564
751,118,123,497,380,230,297
752,118,123,233,228,230,232
753,420,506,507,504,162,508
754,119,632,706,420,506,270
755,119,155,706,193,283,519
756,420,506,507,504,162,508
757,115,204,190,122,347,170
758,115,204,190,122,347,170
792,420,521,190,202,431,581
800,152,,,,,
802,115,204,190,122,347,170
817,115,204,190,122,347,170
818,115,204,190,122,347,170
819,115,168,170,122,172,169
820,626,706,573,357,506,298
821,406,371,669,228,398,668
823,119,492,527,360,576,539
824,118,,,,,
825,429,,,,,
826,626,,,,,
827,115,,,,,
828,113,,,,,
829,112,,,,,
830,111,,,,,
831,114,,,,,
832,116,,,,,
833,117,,,,,
834,801,453,628,621,814,644
835,406,371,669,228,398,668
836,118,123,497,380,230,297
837,113,339,621,383,380,436
838,113,339,621,383,380,436
844,115,515,647,779,334,282
845,420,162,170,202,521,190
846,394,492,621,535,357,536
847,118,230,513,509,123,297
848,119,851,159,849,312,163
851,429,357,253,563,355,802
855,394,404,402,398,303,745
856,119,630,318,310,268,400
863,378,339,383,380,382,250
864,378,339,383,380,382,250
868,118,414,418,413,416,419
872,110,,,,,
873,110,,,,,
874,119,,,,,
875,112,,,,,
876,384,,,,,
877,119,,,,,
878,119,,,,,
879,119,,,,,
880,380,,,,,
881,378,,,,,
882,378,,,,,
883,432,431,,,,
884,429,,,,,
885,349,,,,,
886,170,,,,,
887,420,,,,,
888,111,,,,,
889,119,,,,,
890,429,,,,,
891,429,,,,,
892,493,,,,,
893,493,,,,,
894,506,,,,,
895,445,,,,,
896,356,,,,,
897,378,,,,,
898,119,,,,,
899,110,,,,,
900,310,,,,,
901,621,,,,,
902,118,,,,,
903,110,838,159,202,197,836
904,493,,,,,
905,110,,,,,
906,595,,,,,
907,455,208,,,,
908,777,,,,,
909,389,,,,,
911,115,,,,,
912,115,,,,,
913,115,,,,,
915,357,,,,,
916,360,,,,,
917,119,,,,,
921,406,,,,,
922,474,,,,,
923,202,,,,,
924,420,,,,,
925,114,,,,,
926,115,,,,,
927,517,,,,,
928,429,,,,,
929,589,,,,,
931,445,,,,,
932,369,,,,,
933,119,,,,,
934,499,,,,,
935,378,,,,,
936,367,,,,,
937,393,,,,,
938,525,,,,,
939,115,,,,,
941,110,,,,,
942,233,,,,,
943,507,,,,,
944,113,,,,,
945,113,,,,,
946,506,,,,,
947,422,,,,,
948,210,,,,,
949,318,,,,,
950,754,,,,,
951,777,,,,,
952,640,,,,,
953,743,,,,,
954,483,,,,,
955,706,,,,,
956,571,,,,,
957,367,,,,,
958,233,,,,,
959,160,,,,,
960,803,,,,,
961,803,,,,,
962,764,751,,,,
963,113,,,,,
964,484,,,,,
965,112,,,,,
966,580,,,,,
967,524,,,,,
968,654,,,,,
969,256,,,,,
970,218,,,,,
971,393,,,,,
972,206,,,,,
973,503,,,,,
974,360,,,,,
975,369,,,,,
976,369,,,,,
977,394,396,400,,,
978,455,,,,,
979,247,348,124,,,
980,119,,,,,
981,253,,,,,
982,463,,,,,
983,484,,,,,
984,155,,,,,
985,263,,,,,
986,383,,,,,
987,655,,,,,
988,792,,,,,
989,155,,,,,
990,420,,,,,
991,156,,,,,
992,310,376,123,,,
993,155,156,159,,,
994,632,420,270,,,
995,369,,,,,
996,745,,,,,
997,268,,,,,
998,369,,,,,
999,376,249,566,,,
1000,507,508,,,,
1001,539,,,,,
1002,162,,,,,
1003,524,,,,,
1004,497,,,,,
1005,369,,,,,
1006,416,,,,,
1007,315,,,,,
1008,453,,,,,
1009,511,,,,,
1010,509,,,,,
1011,204,,,,,
1012,706,,,,,
1013,110,310,297,249,576,230
1042,626,706,573,357,506,298
654138,712,341,590,519,,
